 "i" , "cLabel" , "sLabel" ,
 "http://dbpedia.org/resource/Gromov's_inequality_for_complex_projective_space" , "inequality --- theorem" , "Geometric inequalities" ,
 "http://dbpedia.org/resource/Gromov's_systolic_inequality_for_essential_manifolds" , "inequality --- theorem" , "Geometric inequalities" ,
 "http://dbpedia.org/resource/Gromov's_theorem_on_groups_of_polynomial_growth" , "theorem" , "Theorems in group theory" ,
 "http://dbpedia.org/resource/Grothendieck's_connectedness_theorem" , "anatomical structure --- theorem" , "Theorems in algebraic geometry" ,
 "http://dbpedia.org/resource/Grothendieck_existence_theorem" , "theorem" , "Theorems in algebraic geometry" ,
 "http://dbpedia.org/resource/Grothendieck_inequality" , "theorem" , "Inequalities --- Theorems in functional analysis" ,
 "http://dbpedia.org/resource/Grothendieck_trace_formula" , "theorem" , "Theorems in algebraic geometry" ,
 "http://dbpedia.org/resource/Grothendieck–Riemann–Roch_theorem" , "theorem" , "Theorems in algebraic geometry" ,
 "http://dbpedia.org/resource/Grunsky's_theorem" , "theorem" , "Theorems in complex analysis" ,
 "http://dbpedia.org/resource/Grunwald–Wang_theorem" , "theorem" , "Theorems in algebraic number theory" ,
 "http://dbpedia.org/resource/Grushko_theorem" , "theorem" , "Theorems in group theory" ,
 "http://dbpedia.org/resource/Grönwall's_inequality" , "theorem" , "Inequalities --- Lemmas" ,
 "http://dbpedia.org/resource/Grötzsch's_theorem" , "theorem" , "Theorems in graph theory" ,
 "http://dbpedia.org/resource/Gudkov's_conjecture" , "theorem" , "Theorems in algebraic geometry" ,
 "http://dbpedia.org/resource/Gårding's_inequality" , "inequality" , "Inequalities --- Theorems in functional analysis" ,
 "http://dbpedia.org/resource/Gödel's_completeness_theorem" , "theorem" , "Theorems in the foundations of mathematics" ,
 "http://dbpedia.org/resource/Gödel's_incompleteness_theorems" , "theorem" , "Theorems in the foundations of mathematics" ,
 "http://dbpedia.org/resource/Gödel's_speed-up_theorem" , "theorem" , "Theorems in the foundations of mathematics" ,
 "http://dbpedia.org/resource/H-theorem" , "theorem" , "Statistical mechanics theorems" ,
 "http://dbpedia.org/resource/Haag's_theorem" , "theorem" , "Theorems in quantum physics" ,
 "http://dbpedia.org/resource/Haboush's_theorem" , "motorsport season --- theorem" , "Conjectures which were proven --- Theorems in representation theory" ,
 "http://dbpedia.org/resource/Hadamard's_inequality" , "theorem" , "Inequalities" ,
 "http://dbpedia.org/resource/Hadamard's_lemma" , "lemma --- theorem" , "Theorems in analysis" ,
 "http://dbpedia.org/resource/Hadamard_three-circle_theorem" , "theorem" , "Theorems in complex analysis" ,
 "http://dbpedia.org/resource/Hadamard_three-lines_theorem" , "theorem" , "Theorems in complex analysis" ,
 "http://dbpedia.org/resource/Hadwiger's_theorem" , "theorem" , "Probability theorems --- Theorems in convex geometry" ,
 "http://dbpedia.org/resource/Hadwiger–Finsler_inequality" , "inequality --- theorem" , "Geometric inequalities" ,
 "http://dbpedia.org/resource/Hahn_decomposition_theorem" , "theorem" , "Theorems in measure theory" ,
 "http://dbpedia.org/resource/Hahn_embedding_theorem" , "theorem" , "Theorems in group theory" ,
 "http://dbpedia.org/resource/Hahn–Banach_theorem" , "software --- theorem" , "Theorems in functional analysis" ,
 "http://dbpedia.org/resource/Hahn–Kolmogorov_theorem" , "theorem" , "Theorems in measure theory" ,
 "http://dbpedia.org/resource/Hajós's_theorem" , "theorem --- train" , "Theorems in group theory" ,
 "http://dbpedia.org/resource/Hales–Jewett_theorem" , "theorem" , "Theorems in discrete mathematics" ,
 "http://dbpedia.org/resource/Hall's_marriage_theorem" , "theorem" , "Theorems in combinatorics --- Theorems in graph theory" ,
 "http://dbpedia.org/resource/Halpern–Läuchli_theorem" , "theorem" , "Theorems in the foundations of mathematics" ,
 "http://dbpedia.org/resource/Ham_sandwich_theorem" , "theorem" , "Theorems in measure theory --- Theorems in topology" ,
 "http://dbpedia.org/resource/Hammersley–Clifford_theorem" , "theorem" , "Probability theorems --- Statistical theorems" ,
 "http://dbpedia.org/resource/Handshaking_lemma" , "theorem" , "Lemmas" ,
 "http://dbpedia.org/resource/Hanner's_inequalities" , "theorem" , "Inequalities" ,
 "http://dbpedia.org/resource/Haran's_diamond_theorem" , "theorem" , "Theorems in algebra" ,
 "http://dbpedia.org/resource/Hardy's_theorem" , "theorem" , "Theorems in complex analysis" ,
 "http://dbpedia.org/resource/Hardy–Littlewood_inequality" , "inequality --- theorem" , "Inequalities" ,
 "http://dbpedia.org/resource/Hardy–Littlewood_tauberian_theorem" , "theorem" , "Tauberian theorems" ,
 "http://dbpedia.org/resource/Hardy–Ramanujan_theorem" , "theorem" , "Theorems about prime numbers --- Theorems in analytic number theory" ,
 "http://dbpedia.org/resource/Harish-Chandra's_regularity_theorem" , "theorem" , "Theorems in representation theory" ,
 "http://dbpedia.org/resource/Harish-Chandra_isomorphism" , "theorem" , "Theorems in algebra" ,
 "http://dbpedia.org/resource/Harnack's_curve_theorem" , "theorem" , "Theorems in algebraic geometry" ,
 "http://dbpedia.org/resource/Harnack's_inequality" , "theorem" , "Inequalities" ,
 "http://dbpedia.org/resource/Harnack's_principle" , "theorem" , "Theorems in complex analysis" ,
 "http://dbpedia.org/resource/Hartman–Grobman_theorem" , "theorem" , "Theorems in analysis --- Theorems in dynamical systems" ,
 "http://dbpedia.org/resource/Hartogs'_extension_theorem" , "theorem" , "Theorems in complex analysis" ,
 "http://dbpedia.org/resource/Hartogs'_theorem" , "theorem" , "Theorems in complex analysis" ,
 "http://dbpedia.org/resource/Hartogs–Rosenthal_theorem" , "theorem" , "Theorems in approximation theory --- Theorems in complex analysis" ,
 "http://dbpedia.org/resource/Hasse's_theorem_on_elliptic_curves" , "theorem" , "Theorems in algebraic number theory" ,
 "http://dbpedia.org/resource/Hasse_norm_theorem" , "theorem" , "Theorems in algebraic number theory" ,
 "http://dbpedia.org/resource/Hasse–Arf_theorem" , "theorem" , "Theorems in algebraic number theory" ,
 "http://dbpedia.org/resource/Hasse–Minkowski_theorem" , "theorem" , "Theorems in number theory" ,
 "http://dbpedia.org/resource/Hausdorff_paradox" , "theorem" , "Theorems in analysis" ,
 "http://dbpedia.org/resource/Hausdorff–Young_inequality" , "inequality --- theorem" , "Inequalities" ,
 "http://dbpedia.org/resource/Hautus_lemma" , "lemma" , "Lemmas" ,
 "http://dbpedia.org/resource/Haynsworth_inertia_additivity_formula" , "theorem" , "Theorems in algebra" ,
 "http://dbpedia.org/resource/Heawood_conjecture" , "theorem" , "Theorems in graph theory" ,
 "http://dbpedia.org/resource/Heine's_identity" , "theorem" , "Mathematical identities" ,
 "http://dbpedia.org/resource/Heine–Borel_theorem" , "organisation --- theorem" , "Compactness theorems --- Theorems in real analysis" ,
 "http://dbpedia.org/resource/Heine–Cantor_theorem" , "disease --- theorem" , "Theorems in analysis" ,
 "http://dbpedia.org/resource/Hellinger–Toeplitz_theorem" , "theorem" , "Theorems in functional analysis" ,
 "http://dbpedia.org/resource/Hellmann–Feynman_theorem" , "theorem" , "Theorems in quantum physics" ,
 "http://dbpedia.org/resource/Helly's_selection_theorem" , "theorem" , "Compactness theorems --- Theorems in analysis" ,
 "http://dbpedia.org/resource/Helly's_theorem" , "theorem" , "Theorems in convex geometry --- Theorems in discrete geometry" ,
 "http://dbpedia.org/resource/Helly–Bray_theorem" , "theorem" , "Probability theorems" ,
 "http://dbpedia.org/resource/Helmholtz's_theorems" , "theorem" , "Theorems in mathematical physics" ,
 "http://dbpedia.org/resource/Helmholtz_decomposition" , "theorem" , "Fundamental theorems --- Theorems in analysis" ,
 "http://dbpedia.org/resource/Helmholtz_theorem_(classical_mechanics)" , "theorem" , "Statistical mechanics theorems" ,
 "http://dbpedia.org/resource/Hensel's_lemma" , "theorem" , "Lemmas" ,
 "http://dbpedia.org/resource/Herbrand's_theorem" , "theorem" , "Theorems in the foundations of mathematics" ,
 "http://dbpedia.org/resource/Herbrand–Ribet_theorem" , "theorem" , "Theorems in algebraic number theory" ,
 "http://dbpedia.org/resource/Hermite's_identity" , "theorem" , "Mathematical identities" ,
 "http://dbpedia.org/resource/Hermite–Hadamard_inequality" , "theorem" , "Inequalities" ,
 "http://dbpedia.org/resource/Hermite–Minkowski_theorem" , "theorem" , "Theorems in algebraic number theory" ,
 "http://dbpedia.org/resource/Heron's_formula" , "formula --- theorem" , "Theorems in plane geometry" ,
 "http://dbpedia.org/resource/Higman's_embedding_theorem" , "theorem" , "Theorems in group theory" ,
 "http://dbpedia.org/resource/Higman's_lemma" , "theorem" , "Lemmas" ,
 "http://dbpedia.org/resource/Hilbert's_Nullstellensatz" , "theorem" , "Theorems in algebraic geometry" ,
 "http://dbpedia.org/resource/Hilbert's_Theorem_90" , "theorem" , "Theorems in algebraic number theory" ,
 "http://dbpedia.org/resource/Hilbert's_basis_theorem" , "theorem" , "Theorems in abstract algebra" ,
 "http://dbpedia.org/resource/Hilbert's_inequality" , "inequality" , "Inequalities" ,
 "http://dbpedia.org/resource/Hilbert's_irreducibility_theorem" , "theorem" , "Theorems in algebra --- Theorems in number theory" ,
 "http://dbpedia.org/resource/Hilbert's_syzygy_theorem" , "theorem" , "Theorems in abstract algebra" ,
 "http://dbpedia.org/resource/Hilbert's_theorem_(differential_geometry)" , "theorem" , "Theorems in differential geometry" ,
 "http://dbpedia.org/resource/Hilbert_projection_theorem" , "theorem" , "Theorems in functional analysis" ,
 "http://dbpedia.org/resource/Hilbert–Burch_theorem" , "theorem" , "Theorems in algebra" ,
 "http://dbpedia.org/resource/Hilbert–Schmidt_theorem" , "theorem" , "Theorems in functional analysis" ,
 "http://dbpedia.org/resource/Hilbert–Speiser_theorem" , "theorem" , "Theorems in algebraic number theory" ,
 "http://dbpedia.org/resource/Hille–Yosida_theorem" , "theorem" , "Theorems in functional analysis" ,
 "http://dbpedia.org/resource/Hilton's_theorem" , "theorem" , "Theorems in algebraic topology" ,
 "http://dbpedia.org/resource/Hirzebruch–Riemann–Roch_theorem" , "theorem" , "Theorems in algebraic geometry --- Theorems in complex geometry" ,
 "http://dbpedia.org/resource/Hitchin–Thorpe_inequality" , "agent --- inequality --- theorem" , "Geometric inequalities" ,
 "http://dbpedia.org/resource/Hjelmslev's_theorem" , "theorem" , "Theorems in geometry" ,
 "http://dbpedia.org/resource/Hobby–Rice_theorem" , "theorem" , "Theorems in analysis --- Theorems in measure theory" ,
 "http://dbpedia.org/resource/Hochster–Roberts_theorem" , "theorem" , "Theorems in algebra" ,
 "http://dbpedia.org/resource/Hodge_index_theorem" , "theorem" , "Theorems in algebraic geometry" ,
 "http://dbpedia.org/resource/Hoeffding's_inequality" , "inequality --- theorem" , "Probabilistic inequalities" ,
 "http://dbpedia.org/resource/Hoeffding's_lemma" , "lemma --- theorem" , "Probabilistic inequalities" ,
 "http://dbpedia.org/resource/Holditch's_theorem" , "theorem" , "Theorems in geometry" ,
 "http://dbpedia.org/resource/Holland's_schema_theorem" , "theorem" , "Theorems in discrete mathematics" ,
 "http://dbpedia.org/resource/Holmgren's_uniqueness_theorem" , "theorem" , "Theorems in analysis" ,
 "http://dbpedia.org/resource/Holomorphic_Lefschetz_fixed-point_formula" , "drug --- theorem" , "Theorems in algebraic geometry" ,
 "http://dbpedia.org/resource/Homotopy_excision_theorem" , "theorem" , "Theorems in algebraic topology" ,
 "http://dbpedia.org/resource/Honda–Tate_theorem" , "theorem" , "Theorems in algebraic geometry" ,
 "http://dbpedia.org/resource/Hopf_theorem" , "theorem" , "Theorems in differential topology" ,
 "http://dbpedia.org/resource/Hopf–Rinow_theorem" , "theorem" , "Theorems in Riemannian geometry" ,
 "http://dbpedia.org/resource/Hopkins–Levitzki_theorem" , "theorem" , "Theorems in abstract algebra" ,
 "http://dbpedia.org/resource/Horseshoe_lemma" , "lemma" , "Lemmas" ,
 "http://dbpedia.org/resource/Hotelling's_lemma" , "lemma" , "Lemmas" ,
 "http://dbpedia.org/resource/Hsiang–Lawson's_conjecture" , "theorem" , "Conjectures which were proven --- Theorems in differential geometry --- Theorems in topology" ,
 "http://dbpedia.org/resource/Hsu–Robbins–Erdős_theorem" , "theorem" , "Probabilistic inequalities --- Theorems in measure theory" ,
 "http://dbpedia.org/resource/Hua's_identity" , "theorem" , "Theorems in algebra" ,
 "http://dbpedia.org/resource/Hua's_lemma" , "theorem" , "Lemmas" ,
 "http://dbpedia.org/resource/Hudde's_rules" , "theorem" , "Theorems in algebra" ,
 "http://dbpedia.org/resource/Hurewicz_theorem" , "theorem" , "Theorems in algebraic topology" ,
 "http://dbpedia.org/resource/Hurwitz's_automorphisms_theorem" , "theorem" , "Theorems in algebraic geometry --- Theorems in complex geometry --- Theorems in group theory" ,
 "http://dbpedia.org/resource/Hurwitz's_theorem_(complex_analysis)" , "theorem" , "Theorems in complex analysis" ,
 "http://dbpedia.org/resource/Hurwitz's_theorem_(composition_algebras)" , "theorem" , "Theorems in abstract algebra" ,
 "http://dbpedia.org/resource/Hurwitz's_theorem_(number_theory)" , "theorem" , "Theorems in number theory" ,
 "http://dbpedia.org/resource/Hyperbolization_theorem" , "theorem" , "Theorems in geometry" ,
 "http://dbpedia.org/resource/Hyperplane_separation_theorem" , "theorem" , "Theorems in convex geometry" ,
 "http://dbpedia.org/resource/Hypothetical_syllogism" , "rule of inference --- theorem" , "Theorems in propositional logic" ,
 "http://dbpedia.org/resource/Hájek–Le_Cam_convolution_theorem" , "theorem" , "Statistical theorems" ,
 "http://dbpedia.org/resource/Hölder's_inequality" , "inequality --- theorem" , "Inequalities --- Probabilistic inequalities --- Theorems in functional analysis" ,
 "http://dbpedia.org/resource/Hölder's_theorem" , "software --- theorem" , "Theorems in analysis" ,
 "http://dbpedia.org/resource/Idempotency_of_entailment" , "theorem" , "Theorems in propositional logic" ,
 "http://dbpedia.org/resource/Identity_(mathematics)" , "agent" , "Mathematical identities" ,
 "http://dbpedia.org/resource/Identity_theorem" , "theorem" , "Theorems in complex analysis" ,
 "http://dbpedia.org/resource/Identity_theorem_for_Riemann_surfaces" , "theorem" , "Theorems in complex analysis" ,
 "http://dbpedia.org/resource/Ignatov's_theorem" , "theorem" , "Probability theorems" ,
 "http://dbpedia.org/resource/Image_(mathematics)" , "concept --- programming language" , "Isomorphism theorems" ,
 "http://dbpedia.org/resource/Immerman–Szelepcsényi_theorem" , "theorem" , "Mathematical theorems in theoretical computer science" ,
 "http://dbpedia.org/resource/Implicit_function" , "theorem" , "Theorems in analysis" ,
 "http://dbpedia.org/resource/Implicit_function_theorem" , "software --- theorem" , "Theorems in calculus --- Theorems in real analysis" ,
 "http://dbpedia.org/resource/Inequality_(mathematics)" , "agent" , "Inequalities" ,
 "http://dbpedia.org/resource/Inequality_of_arithmetic_and_geometric_means" , "inequality" , "Inequalities" ,
 "http://dbpedia.org/resource/Infinite-dimensional_Lebesgue_measure" , "theorem" , "Theorems in analysis" ,
 "http://dbpedia.org/resource/Infinite_compositions_of_analytic_functions" , "theorem" , "Fixed-point theorems" ,
 "http://dbpedia.org/resource/Ingleton's_inequality" , "inequality --- theorem" , "Inequalities" ,
 "http://dbpedia.org/resource/Initial_value_theorem" , "theorem" , "Theorems in analysis" ,
 "http://dbpedia.org/resource/Integral_representation_theorem_for_classical_Wiener_space" , "theorem" , "Probability theorems --- Theorems in analysis" ,
 "http://dbpedia.org/resource/Intercept_theorem" , "theorem" , "Theorems in geometry --- Theorems in plane geometry" ,
 "http://dbpedia.org/resource/Intermediate_value_theorem" , "theorem" , "Theorems in calculus --- Theorems in real analysis" ,
 "http://dbpedia.org/resource/Intersection_theorem" , "theorem" , "Theorems in projective geometry" ,
